date,price,address,street,locality,settlement,postcode,postcode_district,category,property_type,new_build,tenure,district,settlement_zone,in_search_geography,residential_comparable,exclusion_reason,txn_id,url
2017-12-19,625000,"2, CHURCH STREET, HEMSWELL, GAINSBOROUGH, DN21 5UN",CHURCH STREET,HEMSWELL,HEMSWELL,DN21 5UN,DN21,A,Semi-detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,64342BFE-696E-422C-E053-6C04A8C0FB8A,http://landregistry.data.gov.uk/data/ppi/transaction/64342BFE-696E-422C-E053-6C04A8C0FB8A/current
2019-04-01,663606,"LINDSEY HOUSE, AARON ROAD, HEMSWELL CLIFF, GAINSBOROUGH, DN21 5TW",AARON ROAD,HEMSWELL CLIFF,HEMSWELL CLIFF,DN21 5TW,DN21,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,87E1551E-E41C-6405-E053-6C04A8C0B2EE,http://landregistry.data.gov.uk/data/ppi/transaction/87E1551E-E41C-6405-E053-6C04A8C0B2EE/current
2020-10-29,649000,"10, WELLINGTON WAY, HEMSWELL CLIFF, GAINSBOROUGH, DN21 5FN",WELLINGTON WAY,HEMSWELL CLIFF,HEMSWELL CLIFF,DN21 5FN,DN21,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,06C9F488-0C75-9388-E063-4804A8C0BD98,http://landregistry.data.gov.uk/data/ppi/transaction/06C9F488-0C75-9388-E063-4804A8C0BD98/current
2025-12-03,583750,"7, LANCASTER GREEN, HEMSWELL CLIFF, GAINSBOROUGH, DN21 5TQ",LANCASTER GREEN,HEMSWELL CLIFF,HEMSWELL CLIFF,DN21 5TQ,DN21,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,49E87C32-19C9-591C-E063-4704A8C00C31,http://landregistry.data.gov.uk/data/ppi/transaction/49E87C32-19C9-591C-E063-4704A8C00C31/current
2024-01-15,550000,"THE LAURELS CARE HOME, LINCOLN ROAD, HOLTON CUM BECKERING, MARKET RASEN, LN8 5NG",LINCOLN ROAD,HOLTON CUM BECKERING,HOLTON CUM BECKERING,LN8 5NG,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,1775CCF7-EF7F-38BA-E063-4704A8C05A7C,http://landregistry.data.gov.uk/data/ppi/transaction/1775CCF7-EF7F-38BA-E063-4704A8C05A7C/current
2024-10-18,577500,"THE OLD SCHOOL HOUSE, HOLTON CUM BECKERING, MARKET RASEN, LN8 5NG",,HOLTON CUM BECKERING,HOLTON CUM BECKERING,LN8 5NG,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,2859C1AC-198A-52B4-E063-4804A8C05948,http://landregistry.data.gov.uk/data/ppi/transaction/2859C1AC-198A-52B4-E063-4804A8C05948/current
2024-10-28,570000,"BARKWORTH FARM, GATEHOUSE ROAD, HOLTON LE MOOR, MARKET RASEN, LN7 6AG",GATEHOUSE ROAD,HOLTON LE MOOR,HOLTON LE MOOR,LN7 6AG,LN7,B,Other,no,freehold,WEST LINDSEY,caistor_north_wolds,yes,no,category_B_not_full_market_value; non_residential_type_O,2ACACE8D-8F94-295E-E063-4804A8C0B0EB,http://landregistry.data.gov.uk/data/ppi/transaction/2ACACE8D-8F94-295E-E063-4804A8C0B0EB/current
2012-05-09,637500,"20, CHURCH HILL, INGHAM, LINCOLN, LN1 2YG",CHURCH HILL,INGHAM,INGHAM,LN1 2YG,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,157012F9-5FA3-4BE2-AD4B-956A6EC2C947,http://landregistry.data.gov.uk/data/ppi/transaction/157012F9-5FA3-4BE2-AD4B-956A6EC2C947/current
2017-06-12,610000,"31, LINCOLN ROAD, INGHAM, LINCOLN, LN1 2XF",LINCOLN ROAD,INGHAM,INGHAM,LN1 2XF,LN1,B,Other,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,no,category_B_not_full_market_value; non_residential_type_O,F3B6C199-3C28-6E40-E053-6C04A8C0B3B4,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C199-3C28-6E40-E053-6C04A8C0B3B4/current
2021-01-28,590000,"BRAECREST, GRANGE CLOSE, INGHAM, LINCOLN, LN1 2UY",GRANGE CLOSE,INGHAM,INGHAM,LN1 2UY,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,BEF7EBBF-03DA-7A76-E053-6B04A8C092F7,http://landregistry.data.gov.uk/data/ppi/transaction/BEF7EBBF-03DA-7A76-E053-6B04A8C092F7/current
2021-11-03,700000,"CHERRY TREES, GRANGE CLOSE, INGHAM, LINCOLN, LN1 2UY",GRANGE CLOSE,INGHAM,INGHAM,LN1 2UY,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,D22473F5-9144-7B40-E053-6C04A8C0A630,http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-9144-7B40-E053-6C04A8C0A630/current
2022-07-29,650000,"WALNUT COTTAGE, 2, GRANGE LANE, INGHAM, LINCOLN, LN1 2YD",GRANGE LANE,INGHAM,INGHAM,LN1 2YD,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,E7B085FC-63AF-7E31-E053-6C04A8C0E67F,http://landregistry.data.gov.uk/data/ppi/transaction/E7B085FC-63AF-7E31-E053-6C04A8C0E67F/current
2022-10-14,583950,"4, SYCAMORE COURT, INGHAM, LINCOLN, LN1 2YR",SYCAMORE COURT,INGHAM,INGHAM,LN1 2YR,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,F5E8B081-6E62-3A13-E053-6C04A8C060B7,http://landregistry.data.gov.uk/data/ppi/transaction/F5E8B081-6E62-3A13-E053-6C04A8C060B7/current
2022-11-17,550000,"THE BUNGALOW, THE GREEN, INGHAM, LINCOLN, LN1 2XT",THE GREEN,INGHAM,INGHAM,LN1 2XT,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,F3B6C198-59E4-6E40-E053-6C04A8C0B3B4,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C198-59E4-6E40-E053-6C04A8C0B3B4/current
2023-02-28,705000,"BRAECREST, GRANGE CLOSE, INGHAM, LINCOLN, LN1 2UY",GRANGE CLOSE,INGHAM,INGHAM,LN1 2UY,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,F87E72F9-1921-176C-E053-6B04A8C0D2BE,http://landregistry.data.gov.uk/data/ppi/transaction/F87E72F9-1921-176C-E053-6B04A8C0D2BE/current
2023-09-28,620000,"WALNUT COTTAGE, 2, GRANGE LANE, INGHAM, LINCOLN, LN1 2YD",GRANGE LANE,INGHAM,INGHAM,LN1 2YD,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,0E082197-01E1-5C09-E063-4704A8C0A10E,http://landregistry.data.gov.uk/data/ppi/transaction/0E082197-01E1-5C09-E063-4704A8C0A10E/current
2024-03-05,771000,"MAYFIELD HOUSE, GRANGE CLOSE, INGHAM, LINCOLN, LN1 2UY",GRANGE CLOSE,INGHAM,INGHAM,LN1 2UY,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,25E9DA81-0133-555E-E063-4704A8C066F2,http://landregistry.data.gov.uk/data/ppi/transaction/25E9DA81-0133-555E-E063-4704A8C066F2/current
2013-12-19,625000,"INGLEBY CHASE, INGLEBY, LINCOLN, LN1 2PQ",,INGLEBY,INGLEBY,LN1 2PQ,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,014CD7A7-BA19-43D3-9DAA-A34EBDA878D5,http://landregistry.data.gov.uk/data/ppi/transaction/014CD7A7-BA19-43D3-9DAA-A34EBDA878D5/current
2015-03-12,580000,"HARVEST PET PRODUCTS, STONE PIT LANE, KEELBY, GRIMSBY, DN41 8NB",STONE PIT LANE,KEELBY,KEELBY,DN41 8NB,DN41,B,Other,no,freehold,WEST LINDSEY,north_lincs_out,no,no,category_B_not_full_market_value; non_residential_type_O,21E5FEB7-9751-2439-E050-A8C06205342E,http://landregistry.data.gov.uk/data/ppi/transaction/21E5FEB7-9751-2439-E050-A8C06205342E/current
2021-03-30,565000,"2, MANOR STREET, KEELBY, GRIMSBY, DN41 8EF",MANOR STREET,KEELBY,KEELBY,DN41 8EF,DN41,A,Semi-detached,no,freehold,WEST LINDSEY,north_lincs_out,no,yes,,C6209F5F-7A01-295E-E053-6C04A8C0DDCC,http://landregistry.data.gov.uk/data/ppi/transaction/C6209F5F-7A01-295E-E053-6C04A8C0DDCC/current
2015-07-28,1038000,"KETTLEBY THORPE FARM COTTAGE, KETTLEBY, BRIGG, DN20 9HL",,KETTLEBY,KETTLEBY,DN20 9HL,DN20,B,Other,no,freehold,WEST LINDSEY,north_lincs_out,no,no,category_B_not_full_market_value; non_residential_type_O,31FB4C18-61CB-57B9-E050-A8C063053436,http://landregistry.data.gov.uk/data/ppi/transaction/31FB4C18-61CB-57B9-E050-A8C063053436/current
2017-09-12,700000,"KETTLEBY THORPE FARMHOUSE AND BARNS, KETTLEBY, BRIGG",,KETTLEBY,KETTLEBY,,,B,Other,no,freehold,WEST LINDSEY,north_lincs_out,no,no,category_B_not_full_market_value; non_residential_type_O,666758D7-A4CF-3363-E053-6B04A8C0D74E,http://landregistry.data.gov.uk/data/ppi/transaction/666758D7-A4CF-3363-E053-6B04A8C0D74E/current
2020-09-24,868000,"KETTLEBY WOOD HOUSE, KETTLEBY, BRIGG, DN20 9HH",,KETTLEBY,KETTLEBY,DN20 9HH,DN20,B,Other,no,freehold,WEST LINDSEY,north_lincs_out,no,no,category_B_not_full_market_value; non_residential_type_O,B5755FFE-AAD9-7D01-E053-6C04A8C036B6,http://landregistry.data.gov.uk/data/ppi/transaction/B5755FFE-AAD9-7D01-E053-6C04A8C036B6/current
2020-11-06,600000,"THE LODGE, KETTLEBY, BRIGG, DN20 9HH",,KETTLEBY,KETTLEBY,DN20 9HH,DN20,A,Detached,no,freehold,WEST LINDSEY,north_lincs_out,no,yes,,BA558B32-BA4F-76EF-E053-6B04A8C0B4B7,http://landregistry.data.gov.uk/data/ppi/transaction/BA558B32-BA4F-76EF-E053-6B04A8C0B4B7/current
2021-06-18,840000,"WEST MOOR HOUSE, WESTMOOR LANE, KETTLETHORPE, LINCOLN, LN1 2LE",WESTMOOR LANE,KETTLETHORPE,KETTLETHORPE,LN1 2LE,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,no,portfolio_same_price_same_date,D22473F5-96FF-7B40-E053-6C04A8C0A630,http://landregistry.data.gov.uk/data/ppi/transaction/D22473F5-96FF-7B40-E053-6C04A8C0A630/current
2021-06-18,840000,"LAND AT, WESTMOOR LANE, KETTLETHORPE, LINCOLN",WESTMOOR LANE,KETTLETHORPE,KETTLETHORPE,,,B,Other,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,no,category_B_not_full_market_value; non_residential_type_O; portfolio_same_price_same_date,D22473F6-846C-7B40-E053-6C04A8C0A630,http://landregistry.data.gov.uk/data/ppi/transaction/D22473F6-846C-7B40-E053-6C04A8C0A630/current
2021-06-30,670000,"LIME ACRE, KETTLETHORPE LANE, KETTLETHORPE, LINCOLN, LN1 2GZ",KETTLETHORPE LANE,KETTLETHORPE,KETTLETHORPE,LN1 2GZ,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,D4D42645-EF18-27F6-E053-6C04A8C0A572,http://landregistry.data.gov.uk/data/ppi/transaction/D4D42645-EF18-27F6-E053-6C04A8C0A572/current
2022-01-20,550000,"HAREPATH, HIGH STREET, KEXBY, GAINSBOROUGH, DN21 5LZ",HIGH STREET,KEXBY,KEXBY,DN21 5LZ,DN21,A,Detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,D93B27B0-F426-3100-E053-6C04A8C08887,http://landregistry.data.gov.uk/data/ppi/transaction/D93B27B0-F426-3100-E053-6C04A8C08887/current
2013-05-29,600000,"STEPHENSONS HILL HOUSE, STATION ROAD, KNAITH, GAINSBOROUGH, DN21 5HB",STATION ROAD,KNAITH,KNAITH,DN21 5HB,DN21,A,Detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,CDCDEB05-B6F0-46CA-A489-D901CFA7463D,http://landregistry.data.gov.uk/data/ppi/transaction/CDCDEB05-B6F0-46CA-A489-D901CFA7463D/current
2013-11-29,635000,"MANOR BARN, BARLINGS LANE, LANGWORTH, LINCOLN, LN3 5DF",BARLINGS LANE,LANGWORTH,LANGWORTH,LN3 5DF,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,8974E154-A52B-44D6-B469-438E6B12EAE2,http://landregistry.data.gov.uk/data/ppi/transaction/8974E154-A52B-44D6-B469-438E6B12EAE2/current
2021-07-06,565000,"THE OLD BARN, BARLINGS LANE, LANGWORTH, LINCOLN, LN3 5DF",BARLINGS LANE,LANGWORTH,LANGWORTH,LN3 5DF,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,4E75C29D-5B89-8922-E063-4804A8C094D0,http://landregistry.data.gov.uk/data/ppi/transaction/4E75C29D-5B89-8922-E063-4804A8C094D0/current
2021-08-31,645000,"2, WALMSGATE, BARLINGS LANE, LANGWORTH, LINCOLN, LN3 5DP",BARLINGS LANE,LANGWORTH,LANGWORTH,LN3 5DP,LN3,A,Detached,yes,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,01EB45EF-E731-40F3-E063-4704A8C05FDE,http://landregistry.data.gov.uk/data/ppi/transaction/01EB45EF-E731-40F3-E063-4704A8C05FDE/current
2021-10-29,636000,"CORNFIELDS, STATION ROAD, LANGWORTH, LINCOLN, LN3 5BB",STATION ROAD,LANGWORTH,LANGWORTH,LN3 5BB,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,09266DDB-DDEE-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-DDEE-AF90-E063-4704A8C02087/current
2021-11-01,650000,"3, WALMSGATE, BARLINGS LANE, LANGWORTH, LINCOLN, LN3 5DP",BARLINGS LANE,LANGWORTH,LANGWORTH,LN3 5DP,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,09266DDB-DEE5-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-DEE5-AF90-E063-4704A8C02087/current
2022-10-20,650000,"1, WALMSGATE, BARLINGS LANE, LANGWORTH, LINCOLN, LN3 5DP",BARLINGS LANE,LANGWORTH,LANGWORTH,LN3 5DP,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,12A8BAB6-5547-2125-E063-4804A8C08CC1,http://landregistry.data.gov.uk/data/ppi/transaction/12A8BAB6-5547-2125-E063-4804A8C08CC1/current
2021-07-30,750000,"LODGE PINES, MARSH LANE, LAUGHTERTON, LINCOLN, LN1 2JX",MARSH LANE,LAUGHTERTON,LAUGHTERTON,LN1 2JX,LN1,B,Other,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,no,category_B_not_full_market_value; non_residential_type_O,CB0035E6-866D-58AE-E053-6B04A8C091AF,http://landregistry.data.gov.uk/data/ppi/transaction/CB0035E6-866D-58AE-E053-6B04A8C091AF/current
2023-09-08,605000,"WINDER HOUSE, NEWARK ROAD, LAUGHTERTON, LINCOLN, LN1 2JU",NEWARK ROAD,LAUGHTERTON,LAUGHTERTON,LN1 2JU,LN1,A,Detached,no,freehold,WEST LINDSEY,lincoln_northwest_cliff,yes,yes,,1EAE3DF6-AC8B-9EB1-E063-4704A8C09D02,http://landregistry.data.gov.uk/data/ppi/transaction/1EAE3DF6-AC8B-9EB1-E063-4704A8C09D02/current
2017-08-31,1000000,"PARK COTTAGE, PARK LANE, LAUGHTON, GAINSBOROUGH, DN21 3PX",PARK LANE,LAUGHTON,LAUGHTON,DN21 3PX,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O; portfolio_same_price_same_date,64342BFF-5346-422C-E053-6C04A8C0FB8A,http://landregistry.data.gov.uk/data/ppi/transaction/64342BFF-5346-422C-E053-6C04A8C0FB8A/current
2017-08-31,1000000,"HUGO'S PLANTATION, LAUGHTON, GAINSBOROUGH",,LAUGHTON,LAUGHTON,,,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O; portfolio_same_price_same_date,64342BFF-5391-422C-E053-6C04A8C0FB8A,http://landregistry.data.gov.uk/data/ppi/transaction/64342BFF-5391-422C-E053-6C04A8C0FB8A/current
2021-08-16,800000,"WHITESTONE FARM, SCOTTER ROAD, LAUGHTON, GAINSBOROUGH, DN21 3PT",SCOTTER ROAD,LAUGHTON,LAUGHTON,DN21 3PT,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,E53EDD2E-A9F4-83EC-E053-6B04A8C03A59,http://landregistry.data.gov.uk/data/ppi/transaction/E53EDD2E-A9F4-83EC-E053-6B04A8C03A59/current
2022-10-25,975000,"LAUGHTON HALL, CHURCH ROAD, LAUGHTON, GAINSBOROUGH, DN21 3PP",CHURCH ROAD,LAUGHTON,LAUGHTON,DN21 3PP,DN21,A,Detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,F3B6C198-5B9E-6E40-E053-6C04A8C0B3B4,http://landregistry.data.gov.uk/data/ppi/transaction/F3B6C198-5B9E-6E40-E053-6C04A8C0B3B4/current
2019-08-30,1660000,"PRIORY FARM, RECTORY LANE, LEA, GAINSBOROUGH, DN21 5JB",RECTORY LANE,LEA,LEA,DN21 5JB,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,98C75472-B6DC-72E9-E053-6B04A8C042F0,http://landregistry.data.gov.uk/data/ppi/transaction/98C75472-B6DC-72E9-E053-6B04A8C042F0/current
2019-10-11,1050000,"1, MOORHOUSE FARM, WILLINGHAM ROAD, LEA, GAINSBOROUGH, DN21 5EN",WILLINGHAM ROAD,LEA,LEA,DN21 5EN,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,AE4D86D4-AB73-4619-E053-6C04A8C03CD0,http://landregistry.data.gov.uk/data/ppi/transaction/AE4D86D4-AB73-4619-E053-6C04A8C03CD0/current
2022-03-30,585000,"14, GAINSBOROUGH ROAD, LEA, GAINSBOROUGH, DN21 5HZ",GAINSBOROUGH ROAD,LEA,LEA,DN21 5HZ,DN21,A,Detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,09266DDB-DEB1-AF90-E063-4704A8C02087,http://landregistry.data.gov.uk/data/ppi/transaction/09266DDB-DEB1-AF90-E063-4704A8C02087/current
2022-04-14,1220000,"2, MOORHOUSE FARM, WILLINGHAM ROAD, LEA, GAINSBOROUGH, DN21 5EN",WILLINGHAM ROAD,LEA,LEA,DN21 5EN,DN21,A,Detached,no,freehold,WEST LINDSEY,gainsborough_area_out,no,yes,,0B853950-187C-69A5-E063-4704A8C07DAC,http://landregistry.data.gov.uk/data/ppi/transaction/0B853950-187C-69A5-E063-4704A8C07DAC/current
2025-10-03,1045000,"3, MOORHOUSE FARM, WILLINGHAM ROAD, LEA, GAINSBOROUGH, DN21 5EN",WILLINGHAM ROAD,LEA,LEA,DN21 5EN,DN21,B,Other,no,freehold,WEST LINDSEY,gainsborough_area_out,no,no,category_B_not_full_market_value; non_residential_type_O,4C1B673F-FEC9-D8EA-E063-4704A8C0BF7D,http://landregistry.data.gov.uk/data/ppi/transaction/4C1B673F-FEC9-D8EA-E063-4704A8C0BF7D/current
2021-04-01,570000,"WOODSIDE FARM, LEGSBY, MARKET RASEN, LN8 3QW",,LEGSBY,LEGSBY,LN8 3QW,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,C6209F60-3D5A-295E-E053-6C04A8C0DDCC,http://landregistry.data.gov.uk/data/ppi/transaction/C6209F60-3D5A-295E-E053-6C04A8C0DDCC/current
2021-09-27,620000,"LILAC HOUSE, LEGSBY, MARKET RASEN, LN8 3QW",,LEGSBY,LEGSBY,LN8 3QW,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,DBA933F9-97A2-669D-E053-6B04A8C0AD56,http://landregistry.data.gov.uk/data/ppi/transaction/DBA933F9-97A2-669D-E053-6B04A8C0AD56/current
2026-04-02,570000,"CROPPERS GORSE COTTAGE, WOOD LANGHAM LANE, LEGSBY, MARKET RASEN, LN8 3QY",WOOD LANGHAM LANE,LEGSBY,LEGSBY,LN8 3QY,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,50D10B84-286A-B8D0-E063-4704A8C08D98,http://landregistry.data.gov.uk/data/ppi/transaction/50D10B84-286A-B8D0-E063-4704A8C08D98/current
2026-05-11,775000,"LILAC HOUSE, LEGSBY, MARKET RASEN, LN8 3QW",,LEGSBY,LEGSBY,LN8 3QW,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,5340B1C5-88AD-8052-E063-4804A8C06EE4,http://landregistry.data.gov.uk/data/ppi/transaction/5340B1C5-88AD-8052-E063-4804A8C06EE4/current
2022-02-01,727500,"PRIESTS HOUSE, LIMBER, GRIMSBY, DN37 8JZ",,LIMBER,LIMBER,DN37 8JZ,DN37,A,Detached,no,freehold,WEST LINDSEY,north_lincs_out,no,yes,,E073986B-65B7-2134-E053-6C04A8C0233B,http://landregistry.data.gov.uk/data/ppi/transaction/E073986B-65B7-2134-E053-6C04A8C0233B/current
2018-07-17,10000000,"70, ALL SAINTS ROAD, LINCOLN, LINCOLN, LN2 4ZJ",ALL SAINTS ROAD,,LINCOLN,LN2 4ZJ,LN2,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,2D4D7609-DEBE-BDF9-E063-4804A8C0672F,http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-DEBE-BDF9-E063-4804A8C0672F/current
2019-05-31,3861479,"2, CAMSHAWS ROAD, LINCOLN, LINCOLN, LN2 4ZH",CAMSHAWS ROAD,,LINCOLN,LN2 4ZH,LN2,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,DBA933FA-7913-669D-E053-6B04A8C0AD56,http://landregistry.data.gov.uk/data/ppi/transaction/DBA933FA-7913-669D-E053-6B04A8C0AD56/current
2022-09-22,17761218,"70, ALL SAINTS ROAD, LINCOLN, LINCOLN, LN2 4ZJ",ALL SAINTS ROAD,,LINCOLN,LN2 4ZJ,LN2,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,2D4D7609-DEBD-BDF9-E063-4804A8C0672F,http://landregistry.data.gov.uk/data/ppi/transaction/2D4D7609-DEBD-BDF9-E063-4804A8C0672F/current
2010-10-15,675000,"THE OLD RECTORY, LINWOOD, MARKET RASEN, LN8 3QQ",,LINWOOD,LINWOOD,LN8 3QQ,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,EBAF8C29-8D88-44F3-AE79-62E261EB4B3A,http://landregistry.data.gov.uk/data/ppi/transaction/EBAF8C29-8D88-44F3-AE79-62E261EB4B3A/current
2013-08-30,590000,"SOUTHFIELDS, LINWOOD, MARKET RASEN, LN8 3QG",,LINWOOD,LINWOOD,LN8 3QG,LN8,A,Detached,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,yes,,348CB9FB-636B-454C-97BE-42FD0B03F24C,http://landregistry.data.gov.uk/data/ppi/transaction/348CB9FB-636B-454C-97BE-42FD0B03F24C/current
2020-08-18,665000,"CORNER HOUSE FARM, LINWOOD, MARKET RASEN, LN8 3QG",,LINWOOD,LINWOOD,LN8 3QG,LN8,B,Other,no,freehold,WEST LINDSEY,rasen_wolds_west,yes,no,category_B_not_full_market_value; non_residential_type_O,B32EBB14-2F01-3C99-E053-6C04A8C09CA1,http://landregistry.data.gov.uk/data/ppi/transaction/B32EBB14-2F01-3C99-E053-6C04A8C09CA1/current
2018-03-22,770000,"HARDINGS FARM, LISSINGLEY LANE, LISSINGTON, LINCOLN, LN3 5AG",LISSINGLEY LANE,LISSINGTON,LISSINGTON,LN3 5AG,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,7011B109-8A92-8ED6-E053-6B04A8C075C1,http://landregistry.data.gov.uk/data/ppi/transaction/7011B109-8A92-8ED6-E053-6B04A8C075C1/current
2020-10-09,800001,"HARDINGS FARM, LISSINGLEY LANE, LISSINGTON, LINCOLN, LN3 5AG",LISSINGLEY LANE,LISSINGTON,LISSINGTON,LN3 5AG,LN3,B,Other,no,freehold,WEST LINDSEY,witham_valley_east,yes,no,category_B_not_full_market_value; non_residential_type_O,B82222ED-A251-6691-E053-6B04A8C02FB2,http://landregistry.data.gov.uk/data/ppi/transaction/B82222ED-A251-6691-E053-6B04A8C02FB2/current
2022-03-29,730000,"TOP FARM, LISSINGTON, LINCOLN, LN3 5AF",,LISSINGTON,LISSINGTON,LN3 5AF,LN3,B,Other,no,freehold,WEST LINDSEY,witham_valley_east,yes,no,category_B_not_full_market_value; non_residential_type_O,0E082197-7322-5C09-E063-4704A8C0A10E,http://landregistry.data.gov.uk/data/ppi/transaction/0E082197-7322-5C09-E063-4704A8C0A10E/current
2025-10-20,655000,"MID FARM HOUSE, LISSINGTON, LINCOLN, LN3 5AE",,LISSINGTON,LISSINGTON,LN3 5AE,LN3,A,Detached,no,freehold,WEST LINDSEY,witham_valley_east,yes,yes,,4E75C29D-5BF6-8922-E063-4804A8C094D0,http://landregistry.data.gov.uk/data/ppi/transaction/4E75C29D-5BF6-8922-E063-4804A8C094D0/current
2017-02-23,5400000,"1, GALLAMORE LANE INDUSTRIAL ESTATE, MARKET RASEN, MARKET RASEN, LN8 3HA",GALLAMORE LANE INDUSTRIAL ESTATE,,MARKET RASEN,LN8 3HA,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,4C4EE000-4949-1854-E050-A8C063054F34,http://landregistry.data.gov.uk/data/ppi/transaction/4C4EE000-4949-1854-E050-A8C063054F34/current
2017-04-11,590000,"THE ADVOCATE ARMS, 2, QUEEN STREET, MARKET RASEN, MARKET RASEN, LN8 3EH",QUEEN STREET,,MARKET RASEN,LN8 3EH,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,4E95D758-22C5-EDA1-E050-A8C0630539E2,http://landregistry.data.gov.uk/data/ppi/transaction/4E95D758-22C5-EDA1-E050-A8C0630539E2/current
2018-11-16,1428492,"POPLAR FARM, TEALBY ROAD, MARKET RASEN, MARKET RASEN, LN8 3UL",TEALBY ROAD,,MARKET RASEN,LN8 3UL,LN8,B,Other,no,freehold,WEST LINDSEY,town,no,no,category_B_not_full_market_value; non_residential_type_O,7E86B6FB-B055-458C-E053-6B04A8C0C84C,http://landregistry.data.gov.uk/data/ppi/transaction/7E86B6FB-B055-458C-E053-6B04A8C0C84C/current
